system   D            wsystem.c:583  maybe_parent_dir                 [   0.00090] Also searching C:\Users\Maroofshahani\Desktop\AllegroProj\
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19771] removed dtor for object 074EFBD8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19788] calling dtor for object 074EFAC8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19795] removed dtor for object 074EFAC8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19817] calling dtor for object 074EF970, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19823] removed dtor for object 074EF970
dtor     D               dtor.c:114  _al_run_destructors              [  23.19855] calling dtor for object 074EF860, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19862] removed dtor for object 074EF860
dtor     D               dtor.c:114  _al_run_destructors              [  23.19907] calling dtor for object 074EF750, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19915] removed dtor for object 074EF750
dtor     D               dtor.c:114  _al_run_destructors              [  23.19969] calling dtor for object 0746D8E8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19975] removed dtor for object 0746D8E8
dtor     D               dtor.c:114  _al_run_destructors              [  23.20039] calling dtor for object 074F06A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20045] removed dtor for object 074F06A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.20120] calling dtor for object 0746C7C0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20126] removed dtor for object 0746C7C0
dtor     D               dtor.c:114  _al_run_destructors              [  23.20264] calling dtor for object 0746A4D8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20271] removed dtor for object 0746A4D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.20328] calling dtor for object 074681F0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20335] removed dtor for object 074681F0
dtor     D               dtor.c:114  _al_run_destructors              [  23.20355] calling dtor for object 073EDAD8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20362] removed dtor for object 073EDAD8
dtor     D               dtor.c:114  _al_run_destructors              [  23.20413] calling dtor for object 073ED9C8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20419] removed dtor for object 073ED9C8
dtor     D               dtor.c:114  _al_run_destructors              [  23.20480] calling dtor for object 073ED870, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20486] removed dtor for object 073ED870
dtor     D               dtor.c:114  _al_run_destructors              [  23.20558] calling dtor for object 073ED760, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20564] removed dtor for object 073ED760
dtor     D               dtor.c:114  _al_run_destructors              [  23.20663] calling dtor for object 073ED650, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20669] removed dtor for object 073ED650
dtor     D               dtor.c:114  _al_run_destructors              [  23.20687] calling dtor for object 0736B7E8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20694] removed dtor for object 0736B7E8
dtor     D               dtor.c:114  _al_run_destructors              [  23.20722] calling dtor for object 073EE5A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20728] removed dtor for object 073EE5A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.20760] calling dtor for object 0736A6C0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20766] removed dtor for object 0736A6C0
dtor     D               dtor.c:114  _al_run_destructors              [  23.20845] calling dtor for object 073683D8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.20851] removed dtor for object 073683D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.20993] calling dtor for object 073316D0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21002] removed dtor for object 073316D0
dtor     D               dtor.c:114  _al_run_destructors              [  23.21030] calling dtor for object 06315D80, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21037] removed dtor for object 06315D80
dtor     D               dtor.c:114  _al_run_destructors              [  23.21056] calling dtor for object 06315C70, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21063] removed dtor for object 06315C70
dtor     D               dtor.c:114  _al_run_destructors              [  23.21085] calling dtor for object 06315B60, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21091] removed dtor for object 06315B60
dtor     D               dtor.c:114  _al_run_destructors              [  23.21123] calling dtor for object 053085E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21129] removed dtor for object 053085E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.21171] calling dtor for object 053084D0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21178] removed dtor for object 053084D0
dtor     D               dtor.c:114  _al_run_destructors              [  23.21230] calling dtor for object 0628F2B8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21236] removed dtor for object 0628F2B8
dtor     D               dtor.c:114  _al_run_destructors              [  23.21300] calling dtor for object 05307AC0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21306] removed dtor for object 05307AC0
dtor     D               dtor.c:114  _al_run_destructors              [  23.21380] calling dtor for object 0628E190, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21386] removed dtor for object 0628E190
dtor     D               dtor.c:114  _al_run_destructors              [  23.21507] calling dtor for object 0628BEA8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21514] removed dtor for object 0628BEA8
dtor     D               dtor.c:114  _al_run_destructors              [  23.21590] calling dtor for object 06289BC0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21597] removed dtor for object 06289BC0
dtor     D               dtor.c:114  _al_run_destructors              [  23.21617] calling dtor for object 0620F4A8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21623] removed dtor for object 0620F4A8
dtor     D               dtor.c:114  _al_run_destructors              [  23.21674] calling dtor for object 0620F398, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21680] removed dtor for object 0620F398
dtor     D               dtor.c:114  _al_run_destructors              [  23.21741] calling dtor for object 0620F240, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21747] removed dtor for object 0620F240
dtor     D               dtor.c:114  _al_run_destructors              [  23.21819] calling dtor for object 0620F130, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21825] removed dtor for object 0620F130
dtor     D               dtor.c:114  _al_run_destructors              [  23.21915] calling dtor for object 0620F020, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21922] removed dtor for object 0620F020
dtor     D               dtor.c:114  _al_run_destructors              [  23.21938] calling dtor for object 0618D1B8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21945] removed dtor for object 0618D1B8
dtor     D               dtor.c:114  _al_run_destructors              [  23.21966] calling dtor for object 0620FF70, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.21972] removed dtor for object 0620FF70
dtor     D               dtor.c:114  _al_run_destructors              [  23.22005] calling dtor for object 0618C090, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.22013] removed dtor for object 0618C090
dtor     D               dtor.c:114  _al_run_destructors              [  23.22090] calling dtor for object 06189DA8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.22096] removed dtor for object 06189DA8
dtor     D               dtor.c:114  _al_run_destructors              [  23.22237] calling dtor for object 06187AC0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.22244] removed dtor for object 06187AC0
